"date","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Anguilla","Antigua and Barb.","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herz.","Botswana","Br. Indian Ocean Ter.","Brazil","British Virgin Is.","Brunei","Bulgaria","Burkina Faso","Burundi","C<92><82>te d'Ivoire","Cambodia","Cameroon","Canada","Cape Verde","Cayman Is.","Central African Rep.","Chad","Chile","China","Colombia","Comoros","Congo","Cook Is.","Costa Rica","Croatia","Cuba","Cura<92>_ao","Cyprus","Czech Rep.","Dem. Rep. Congo","Denmark","Djibouti","Dominica","Dominican Rep.","Ecuador","Egypt","El Salvador","Eq. Guinea","Eritrea","Estonia","Ethiopia","Faeroe Is.","Falkland Is.","Fiji","Finland","Fr. Polynesia","France","Gabon","Gambia","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea","Kuwait","Kyrgyzstan","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao","Macedonia","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Is.","Mauritania","Mauritius","Mexico","Micronesia","Moldova","Monaco","Mongolia","Montenegro","Montserrat","Morocco","Mozambique","Myanmar","Namibia","Nauru","Nepal","Netherlands","New Caledonia","Nicaragua","Niger","Nigeria","Niue","Norfolk Island","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Pitcairn Is.","Poland","Portugal","Puerto Rico","Qatar","Romania","Russia","Rwanda","S. Geo. and S. Sandw. Is.","S. Sudan","Saint Helena","Saint Lucia","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten","Slovakia","Slovenia","Solomon Is.","Somalia","South Africa","Spain","Sri Lanka","St. Vin. and Gren.","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syria","Taiwan","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Is.","U.S. Virgin Is.","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Vatican","Venezuela","Vietnam","W. Sahara","Wallis and Futuna Is.","Yemen","Zambia","Zimbabwe"
2002-06-30,1055280,1230923,249671210,117452428,0,6399769,0,1086903,76884398,0,1129216,15170807239,32517445,79236,6815153,40711522,53989846,52481503,49505,1311374221,1049658,177703,10984602,16042,1267665,484893,161637,0,191265701,12429184,7941167,2281881,0,58040,3635907,5262357,1275871,1466480052,0,34010933,105697,0,140927346,2976642806,44406338,0,185769,123763148,6696787,3001966,156283671,0,27839141,7289823,61637,221798301,1161503,1316794,91087604,11003863,370732565,209995051,1423,389011,15194047,428029,3449057,1659486,591196822,44838457,384474930,978704929,1686540,127156,4469307,2001636001,13428028,180593384,695006,9438622,29834626,48702417,137984,0,20606088,1299447,3432595,1899695251,5657118,2800842,441360134,1314644402,235306679,916661,74327288,28617905,1276933777,94436561,9864326146,97872655,6441456,7174386,10830049,3497351087,104256924,47413,3237381,161508079,16865447,93140,0,3334613,59063,9269770,1937714,14197714,290748,6771558,89987,1610712554,24120194,19544,29265375,3777684,0,61826093,1096261082,3458766,97497,345381,1527767,0,0,64691721,1667966,35252554,301309,2634438,83402653,540471606,215919214,5484928,0,36910666,11990679,22390695,42665428,53936237,59638617,434778,69781257,248421484,1371249,193618668,1193900855,571479,35172956,98403953,7164096,18048078,4734287,102905889,114931,0,0,0,6614970,203183149,0,0,730921258,3819652,0,9657557,800800,1085386203,0,1291976,2912386,31858025,0,302468648,424485130,383513590,1689861,5759624,691715,96891,125176849,202033666,20090325,1784032375,0,4583441,938194783,4965291,4487,128068382,52547384,20226976,105791080,7181448,18229,580622,1522214,2344440,409448872,3987606047,11726515077,24883325,453009,54594509,0,443926799,603068196,0,15688734,48520629,387878,2316960
2002-07-31,1055280,1316617,254017753,120028116,0,6401497,0,1086903,77648674,0,1129216,15698566715,33091330,79236,7131669,41938495,56353462,54256209,90362,1353184544,1139792,567306,11441524,16042,1271126,484893,164827,0,194814820,12429184,8129611,2281881,1500,58040,3672988,5309280,1275871,1514081418,0,34010933,105697,0,142708831,3081151896,44639808,0,284454,129998217,7365701,3032564,165433187,0,29130960,7323966,160457,229544389,1161503,1316794,91564440,11093656,382102011,213718507,1423,391439,15554407,428029,3619256,1677421,614456049,45676755,405789131,1007272066,1699012,127156,4706619,2079403555,13612248,188360309,726615,9688778,30959750,51999400,137984,0,20771866,1346301,3557869,1960097728,5838805,2824254,461817389,1344289383,237376755,1063711,76118109,30166614,1310158440,94892058,10179005041,108432687,7109468,7441692,11265988,3608051179,105467398,47413,3266280,163151139,17203952,93140,0,3448959,59063,9472095,1971523,14495134,290748,6771558,89987,1662296303,24489031,19544,30447947,3847584,0,64629742,1116882765,3502960,97497,345381,1582626,0,0,65558681,1667966,36312650,301309,2664333,86093617,554066874,224918849,5880581,0,37437719,12509178,23438796,43930006,56204097,61028554,443820,71652296,258383657,1409440,197867150,1231997750,583969,35742192,101135008,7236168,18788619,4753148,105586979,114931,0,0,0,6834247,210666343,0,0,751994066,4336409,0,9740336,800800,1124897220,0,1302218,2930127,32688011,3165,310096615,449948974,389737157,1734677,5854484,691715,96891,128284652,208383236,20678340,1839142257,0,4866784,962560530,4965291,4487,133497767,54145003,20701298,107102525,7181448,18229,582222,1577915,2383648,426379209,4094476655,12136294480,25002552,453009,56912660,0,451543979,613932255,0,16135514,49260765,404841,2347461
2002-08-31,1055280,1316617,255465334,124534921,0,6403686,0,1086903,78186765,0,1129216,16256623783,33988453,79236,7131669,43259563,57207166,55337995,90362,1406748886,1139792,567306,11952742,16042,1352816,484893,171261,0,204021229,12438671,8545101,2330875,1500,58040,3684276,5582312,1275871,1555293632,0,34083599,105697,0,147962335,3186328205,45115432,0,316827,133826975,7534938,3212876,167785907,0,30218360,7367965,224777,234898282,1161503,1316794,93698763,11285643,390118437,217661150,1423,443127,15865045,428029,3720313,1739862,637926272,46439948,419839805,1027400271,1923911,127156,4917807,2147523313,14545594,191678071,740719,9885830,31866290,54775782,142651,0,21550330,1411181,3934119,2015178593,6167980,2881415,471068628,1371601248,241983619,1063711,77663517,31367877,1349498180,97408665,10479372365,111254231,8074090,7794214,12128800,3717859030,106698344,47413,3324897,163679029,17365414,93140,0,3555967,59063,9730303,2038796,14542703,308668,6771558,89987,1702605227,24710067,19544,31035716,4052592,0,66329863,1135101402,3504168,99247,345381,1621075,0,0,66663838,1667966,37722648,304279,2665359,87146467,570090622,232850728,6397915,0,37455572,12726314,24623960,44806074,57525568,64039117,464477,72071117,267624529,1409440,200473480,1271323607,583969,36140720,103177311,7320938,19142871,4753148,109363902,126073,0,0,0,7003017,216792352,0,36880,765432855,4336409,0,9895307,800800,1154226373,0,1306269,2962278,34177089,3165,316245774,462751943,402582395,1734677,6080881,691715,96891,131225956,212800602,20739353,1892338547,0,5077202,980861474,4971465,4487,137971741,55377402,21774519,109294573,7181448,18229,582222,1583209,2439963,434899937,4204878895,12512167028,25059816,637887,58987031,0,453246793,622995867,0,16668411,50018158,411637,2385066
2002-09-30,1055280,1405505,265518981,129053815,0,6717255,0,1155344,79038024,0,1204300,16784898703,35227343,79236,7142806,44450765,61503844,57157720,90362,1467426793,1152560,567306,12294827,16042,1356122,484893,172805,0,207769839,12448166,9155501,2364435,1500,58040,3684276,5582312,1289655,1590105364,0,34083599,105697,0,149014668,3313631427,45383188,0,386427,139667774,7764693,3234028,175142725,0,30605424,7922922,289577,241278644,1161503,1316794,95722906,11404295,403950279,219824250,1423,457047,15882194,428029,3917899,1739862,667371588,47564613,433226143,1056775491,1923911,127156,5035887,2220892622,14602877,194367956,740719,10137693,33059410,57958839,142651,0,22598690,1461181,4040101,2069600870,6367418,2907573,485517886,1406310960,253759827,1063711,79044379,32833247,1378527038,99403439,10798421051,112700370,8115451,8016491,12627937,3819578808,107875557,47413,3340341,164315793,18455900,98343,0,3565968,59063,10044790,2048478,18039972,308668,6771558,89987,1746463255,24961174,19544,31959915,4136605,0,68468394,1165115600,3504168,100947,345381,1628116,0,0,67022987,1667966,39336036,304279,2672632,88401661,585209201,241336398,7053902,0,40011781,13263791,24908109,45488558,60766114,65723579,464477,73463967,277093071,1476986,202615452,1321288571,583969,37823173,104864221,7326029,19442457,4778929,118505290,126073,0,0,0,7058994,224506765,0,36880,780204843,4899307,0,10115565,2410370,1181205821,0,1306269,2962278,34331794,3165,324267306,472585173,410512930,1740652,6271983,691715,163361,134192890,217995640,21031113,1938419642,0,5361430,1013004328,4981213,4487,143269210,57175569,22323385,110913452,7181448,25898,582222,1608043,3095595,442801983,4293981625,12832103465,25430917,637887,61480357,0,458136040,636672508,0,17378756,51085034,417140,2558142
2002-10-31,1069142,1573807,278805278,135082969,0,6811314,0,1155344,80196389,0,1269233,17329193519,36823091,79236,7312728,45948824,62673387,59186440,90362,1541100279,1158606,611306,12538911,16042,3202933,484893,181305,0,212085112,12462925,9517550,2388996,1500,58040,3775776,5768239,1333655,1628790121,0,34083599,105697,0,151326601,3458049345,45675864,0,386427,143933184,7869712,3241970,181725767,0,30998182,10728672,289577,246722062,1170226,1318030,97494378,11630656,419156467,223787004,1423,642294,17278368,745367,4002382,1769941,696471549,48637168,444695776,1082133213,1970661,188906,5054169,2313071066,14643526,198980343,740719,10548434,33647715,61572469,142651,0,23363611,1566181,4144862,2116979533,6508571,2910505,502995853,1437222795,269743526,1063711,81042957,34329068,1421094211,102738007,11082988960,116706340,8219128,8124199,13300987,3916129827,109063248,47413,3340341,164354899,19272695,105146,0,3565968,59063,10504832,2048478,18707587,308668,6793633,89987,1799619646,25152282,19544,32940534,4207535,961629,70697422,1199682353,3515625,100947,346619,1718072,0,0,71203145,1667966,42372706,323847,2697412,91521542,610752062,249389890,7208252,0,41394282,13604478,25662216,46272068,64641735,67600076,507239,74839488,284083773,1476986,206174347,1361787980,583969,40881790,106685050,7326029,20092200,4828951,134049581,126073,0,0,0,7393978,231170095,0,36880,803328322,5292427,0,10231322,2492270,1210739654,0,1326540,3038347,35426160,3165,336602586,481406726,421612417,1781759,6355609,691715,163361,136409644,222322820,22492598,1987236691,0,5498512,1042440838,5014721,48487,148928720,58773400,23668465,113104214,7181448,27148,582222,1692133,3110548,454111753,4388782869,13129203459,26083585,637887,64457419,0,476085032,648473445,0,18019977,53193944,461370,2637383
2002-11-30,1076006,1765206,295414664,139167889,0,7626334,0,1255803,81229362,0,1269233,17879601788,37430941,166153,7399577,47730527,64410295,60465100,90362,1591362174,1158606,655306,12668851,28148,3202933,484893,181305,0,220759472,12466925,9651059,2410596,1500,58040,3901113,5769749,1333655,1679964419,0,34083599,105697,0,155377727,3576695393,46250877,0,730473,150030361,8154339,3491966,185990838,0,31424782,11370066,447257,253288887,1170226,1318030,99358871,11719469,432073769,227446624,1423,642294,18153884,745367,4094122,1781436,725997234,49592330,459072287,1119390287,1970661,316044,5072670,2374069079,14947470,201789297,744610,10755853,34333232,64134145,142651,0,24329509,1599424,4249623,2165200936,6807164,2915121,518133816,1466357364,281843979,1063711,82990613,35912283,1462206539,104879885,11336945055,123080769,8219128,8260642,13990088,4009830408,114002570,47413,3379430,164356293,19872260,105146,0,3663648,59063,10965472,2075771,19788294,308668,7429412,114451,1847704567,25682260,19544,33694874,4439342,1007307,71999035,1258683655,3953716,100947,346619,1728393,0,0,73647009,1667966,43524562,355664,2721079,94042456,625936053,257061383,7377835,0,45813720,14018191,26607208,47153056,71786685,69530927,507239,75885775,291598583,1526595,208161843,1401060958,685804,42078106,108063194,7331277,20806219,4842773,144361399,126073,0,0,0,7492393,240786990,0,36880,821000854,5565087,0,10315427,2554270,1243416420,0,1344311,3102296,36474682,3165,344417187,489322005,431260686,1822866,6733289,692822,163361,139093897,227537656,24670616,2033203772,0,5723848,1073779982,5014721,48487,154241066,60321648,24474977,116553208,7223496,27148,586972,1694847,3353257,466603184,4473683440,13506085349,27384645,637887,67197748,0,494043751,658245841,0,18662123,55291908,461370,2730485
2002-12-31,1076006,1765206,304325383,141767024,0,8269945,0,1263037,81686757,0,1269233,18362673690,38433150,251674,7675816,48778556,66897697,61847337,90362,1642520486,1158606,999016,12840756,28148,3202933,484893,181305,0,226510199,12474411,9734296,2423886,1500,58040,4112126,5769749,1448961,1719502944,0,34084719,105697,0,160208864,3709032310,46991718,0,835053,155046583,8630499,3666354,191977838,0,32093770,11721080,663662,259828736,1170226,1318030,101069084,11887491,444606018,232115431,1423,735155,18459701,745367,4247147,1801837,747649429,50516747,472991003,1145877530,1970661,375544,5112609,2438480770,15445960,207946111,744610,11116826,34894499,66455009,378091,0,25021720,1632398,4354384,2206222278,6942963,2996494,532129226,1501987106,289652409,1063711,86071528,37129491,1504703300,108567023,11604356911,126370347,8219128,8635814,14758224,4131705344,120802994,47413,3398649,164482596,20224854,105146,0,3740555,59063,11426849,2077316,20035583,308668,7429412,131216,1888935265,25836182,19544,34595112,4632458,1007307,73868109,1322343101,3976092,100947,346619,1728393,0,0,75581827,1667966,45213326,357462,2721079,97170672,647862908,265013817,7785623,0,47164369,14426925,27470371,47850022,75601931,72248421,507239,77987842,298239287,1526595,209960104,1434874185,685804,43494891,110182758,7357147,21477695,4939503,159136083,126073,0,0,0,7737268,245920899,0,36880,844931589,6237579,0,10451914,2598481,1273355728,0,1417521,3228892,37256237,3165,352839086,496637030,439420080,1863973,6948929,716923,163361,143584348,231699515,25719362,2093000537,0,5940766,1102061180,5014721,48487,158406404,62012982,24886605,119186220,7223496,32567,586972,2081971,3580042,478110978,4575642413,13852936980,28047501,637887,68901618,0,498183198,669230197,0,18991812,57809284,468353,2820338
2003-01-31,2115908,1765206,315079950,144482134,0,8296322,0,1334613,82004166,0,1269233,18744809519,39506768,417237,7749653,49994159,69163821,63379720,90362,1695007115,1224429,1015105,13332753,28148,3204787,484893,182314,0,230311929,12488702,9922148,2423886,1500,58040,4152130,5769749,1534552,1769636754,0,34257977,105697,0,162191938,3819338740,47053137,0,835053,157701218,8921941,3705849,192341824,0,32950191,12477036,663662,267218167,1170226,1318030,103209994,12167952,459026589,234437483,1423,735155,18563300,745367,4411594,1810283,769080134,54651869,482704068,1167074322,1970661,432794,5159716,2495969293,15828632,212933455,744610,11287103,35252001,69242379,378091,0,26033914,1635998,4802860,2259054834,7636034,3049133,541764760,1538083877,307192607,1063711,88019844,37501944,1535534470,112293039,11864375154,133744551,8219128,8949078,15041792,4204708085,125230423,47413,3493541,164605148,20406698,105146,0,3794555,59063,11624363,2161211,20120773,308668,8022013,131216,1931225548,25896115,19544,36061137,4745347,1250064,76510409,1349735796,4441933,100947,346619,1728393,0,0,78741204,1749950,45786311,357462,2731300,101566316,657844065,271087276,8749293,0,48750397,14652159,28164646,48972829,77214476,74275235,606010,78395357,305231027,1542979,212298145,1483111736,685804,44477000,113244966,7472909,21924640,4939503,172501765,130008,0,0,0,7737268,250954625,0,36880,870292445,6309399,0,10622750,2631274,1293252834,0,1420020,3283290,38027009,3165,358507047,503699628,448791848,1905080,7052249,716923,168916,147008624,235705552,26359296,2144639124,0,6047641,1121388339,5014721,48487,160936567,63690276,25492865,122148403,7223496,32567,586972,2401669,3585019,486374799,4664962424,14118991870,28318249,681663,69915250,0,498205934,693205459,0,19587632,58269772,468353,2855460
2003-02-28,2115908,1850274,319363998,148068333,0,8379797,0,1404781,82473323,0,1330565,19214614015,41049484,582981,7840945,51322532,70391802,65225239,90362,1749900950,1224429,1067636,13657437,28148,3237657,484893,183314,0,232932459,12496495,10152007,2501015,1500,58040,4152130,5822617,1598112,1822599104,0,34336437,105697,0,164184975,3932623357,47395727,0,861864,161911708,9210298,3900509,193951763,0,33652326,14213626,931125,279639219,1170226,1318030,104366635,12350475,472521699,238275973,1423,735155,19781634,745367,4496356,1812842,789260069,56783206,495694288,1212414854,1998014,432794,5175840,2575957188,16801870,219850287,744610,11692146,36012704,71436090,378091,0,26321916,1697337,4897365,2304227226,7906952,3324409,558017168,1570657172,313173817,1063711,90576886,38474658,1575506794,114813890,12122163654,139100304,8240250,8995709,15804341,4292538559,128140273,47413,3498158,164836545,20958689,105146,0,4243266,59063,11697100,2161211,20478697,308668,8039713,131216,1978541356,26036767,35555,36931424,4825671,1750696,79083206,1383644801,4451936,100947,346619,1728393,0,0,78953325,1814009,46253395,357462,2749542,103227865,675890587,277757438,9133075,0,50148126,14962387,28589552,50693120,80210037,76221780,616067,80346922,311869393,1542979,216709254,1516765256,685804,45630865,117258949,7669415,22580192,4969441,174351918,130008,0,0,0,8047781,257123701,0,36880,894903671,7365181,0,10684810,2672569,1317780218,0,1420020,3338499,38293895,3165,371154641,515783586,459948705,1946290,7064329,716923,168916,152960291,241992322,28651829,2190757800,0,6257411,1148826245,5021061,48487,163466464,64930592,26280173,124943730,7223496,32567,586972,2401669,3617155,493141534,4782106333,14468244319,28419018,681663,72223770,0,498317439,707031018,0,20089961,58613414,474397,3013632
2003-03-31,2115908,2021039,325441227,152326059,0,8543912,0,1408381,84071466,0,1330565,19743550539,42513871,745642,7866350,52441919,72288513,67120111,90362,1813994387,1224429,1067636,13949634,28148,3246189,484893,183314,0,238988664,12566372,10342507,2613469,1500,108974,4338130,5846473,1598112,1888677792,0,34338297,105697,160714,166241399,4093379011,47875085,0,897369,169199847,9693452,4108744,203227790,0,35020930,14727232,931125,287937286,1170226,1318030,104653483,12497783,482137738,241000227,1423,735155,22218434,745367,4591724,1812842,815437505,58451949,511209652,1259479286,2041488,530099,5194535,2655844071,17493234,227271110,744610,11982451,36774370,73848358,489043,0,26824777,1778571,4993707,2352924647,8192057,3342963,569221812,1609096326,317758075,1063711,93735205,38954871,1619496591,116450080,12417254107,140226460,8241321,9483967,16486180,4411695792,133302943,47413,3498158,165142693,21654646,105146,0,4601376,59063,11934204,2229334,22321833,326866,8047038,131216,2028811066,26395585,35555,38393897,4987117,1750696,82043648,1426210418,4748360,100947,346619,1728393,0,0,79600244,1814009,46789550,382327,2751728,105685879,703169179,286149337,9241639,0,52762970,15440530,29245505,52730369,87259034,78045554,618040,82288145,320791838,1542979,218304826,1559448986,685804,46889460,120945369,7710994,23499672,5028258,178992582,130008,0,0,0,8120247,263406500,0,36880,927931359,8184000,0,10832270,2678509,1348137530,0,1434608,5540924,39495016,3165,379709769,528615550,470640468,1946290,7064329,749430,175916,157813528,253453473,28944318,2257636243,0,6552211,1178966376,5022171,48487,167048893,66535102,26681346,127680625,7223496,32567,586972,2410764,3673924,501440333,4933589031,14916351875,28706912,681663,73889663,0,504732181,719769276,0,20553736,58946449,474397,3038340
2003-04-30,2115908,2192497,329404646,157490812,0,8612492,0,1468638,84845190,0,1330565,20223910382,43333871,1074398,7965003,53678221,74680085,68676131,199443,1862726520,1224429,1464698,14308589,28148,3251821,484893,185314,0,241014907,12568799,10411613,2656367,1500,108974,4338130,5978163,1598112,1950482604,0,52338297,105697,160714,171038772,4216283442,48168600,0,897369,173475021,9935335,4251365,211933516,0,36141832,15173889,1000515,296622501,1170226,1318030,106714752,13191627,491848678,245028282,1423,735155,24643115,747488,4776040,1929495,836252928,59395547,524152317,1297054281,2129997,530099,5194535,2729693423,18017717,235419723,744610,12170936,37092627,75648924,620041,0,27059233,1778571,5168065,2394632769,8522948,3344817,585021750,1646946875,321899692,1063711,96723003,39477452,1658963890,117660162,12652625550,141232474,8241321,9902798,17286113,4514001725,135792727,47413,3500564,165144169,21959368,105146,0,4898996,59063,12346455,2323901,22331898,326866,8047038,189826,2067839049,26562161,45042,39598338,5162217,1750696,84389885,1459119101,4829915,100947,346619,1775281,0,0,81932123,1949061,47270834,406623,2751728,108777859,738717850,295643897,9909290,0,54089377,15642267,29985352,54837798,88620930,80301762,620607,84535322,329045368,1562287,221399272,1596469435,731079,49136667,125288563,7906943,24200340,5093437,181317892,130008,0,0,0,8513844,269705617,0,36880,957954567,8184000,0,11146930,2735699,1379343988,0,1500540,5715376,40332546,15130,386360487,545226075,485929419,2046285,7301552,749430,175916,163622624,261082196,29418426,2324832678,0,6735818,1211402455,5022171,48487,170044638,68311258,27146746,129939666,7223496,35067,586972,2498505,3733637,508340212,5076997026,15317882593,28706912,681663,75436724,0,509694193,727853842,0,21185301,59849643,528109,3045527
2003-05-31,2261659,2278946,332970916,161395099,0,8788026,0,1534672,85551231,0,1330565,20727677865,44150855,1388493,7974528,55345581,76236230,70134534,199443,1925998102,1273810,1464698,14616510,28148,3315555,638900,185314,0,243643215,12586865,10898662,2656367,1500,108974,4411798,6056448,1605612,2020382315,0,52338297,105697,193080,172681272,4338568562,48426208,0,926083,178809565,10404899,4482610,226190886,0,37518028,15510307,1175205,306202555,1170226,1318030,110084027,15235080,498946847,250526223,1423,735155,26680137,775789,4879582,1934585,863206191,60519178,536878376,1336818813,2129997,750099,5287340,2797554160,19262656,242956548,744610,12489148,38072156,80006418,734541,0,27833470,1827424,5341202,2439284355,8970293,3374133,601277421,1684816039,333096925,1063711,99239923,41548290,1703916501,119352800,12945558919,142932758,8241321,10376602,18307113,4598589358,142460774,47413,3513407,165173780,22537053,118300,27478,5007221,59063,17219700,2323901,22475286,347318,8047038,189826,2116824309,27036745,45042,41153985,5249023,1750696,87299487,1494217334,4898612,100947,346619,1822169,0,0,83848235,1984467,48510530,409533,2780117,110576531,770479271,304184305,10826416,0,55590683,15870726,30800875,56888534,89712375,84913746,683072,86966268,340008646,1562287,227813241,1652828625,731079,51766757,129753336,7913041,25309677,5096253,188982592,130008,0,0,0,8661171,276775649,0,36880,981448896,8271387,0,11608110,2735699,1410105650,0,1512813,6017468,41290540,15130,399153888,568751672,498540619,2058285,7565124,749430,175916,166964423,272229418,30501481,2396609411,0,6971325,1241062276,5022171,48487,182965815,70520348,27306005,132705370,7366920,35067,586972,2532450,3753637,515252363,5232475004,15744647469,29005060,681663,77272543,0,531530476,741644350,0,21556035,61526432,538962,3049746
2003-06-30,2261659,2278946,335840126,164793852,0,9208207,0,1608100,86150340,0,1443525,21220831415,45082676,1779123,7974528,56053753,77927412,71576045,199443,1962644805,1273810,1752293,14795690,30528,3319155,638900,185314,0,244702513,12586865,11074762,2733445,1500,108974,4424775,6169206,1605612,2071686484,0,52340757,105697,193080,174349875,4433327100,48586283,0,964152,183579470,10593726,4805699,229665959,0,39047319,16016218,1770729,315782875,1194972,1318030,111298184,15395803,502694382,252461832,1423,801839,26772604,775789,5091743,1975308,882598305,62278257,548654724,1367893597,2247326,793027,5853624,2856375759,19385138,252094324,744610,12658693,38576397,81169922,750571,0,28105912,1874532,5425785,2481506185,9093259,3655322,615578688,1714634227,338070682,1063711,102375169,42200208,1728948849,120126037,13218472246,145062425,8241321,10682189,18931823,4675302291,144901576,50765,3775575,165515496,22729704,118300,27478,5007221,59063,17386640,2323901,24572597,347318,8258859,189826,2174608754,28037635,45042,43889511,5385069,1750696,91315745,1517478391,4926750,100947,346619,1832025,0,0,83936684,1984467,48981008,414017,2781611,112862572,793596274,311902199,10830426,1389,58835934,16205048,31282753,58324140,91322175,86883574,701705,100159914,349018124,1564645,229657994,1684221137,731079,53393551,133602681,7924265,25692828,5138407,195853628,130008,0,0,0,8907045,282888290,0,36880,997835970,9039238,0,11691797,2735699,1432452085,0,1642914,6141205,41799487,15130,405789756,583474588,508828483,2058285,7566770,749430,175916,170782445,282817778,30708721,2450636317,0,7141513,1263191840,5022171,147062,187041113,71867570,27583760,135496570,7366920,35067,589525,2542469,3771468,520866103,5348823357,16092708481,29963829,681663,80256996,0,534200486,749880209,0,22545012,62604488,538962,3082002
2003-07-31,2261659,2278946,339590200,169349009,0,9576497,0,1665811,87097962,0,1443525,21820654100,46176664,2088586,8176276,57018702,78979853,73061081,199443,2007029939,1273810,1783220,15016184,30528,3349443,638900,185314,0,245853139,12592069,11215779,2733445,1500,114524,4424775,6233437,1605612,2109590439,0,52401981,105697,193080,179131317,4522862961,49106369,0,1145971,190000089,10857308,5303070,229846086,0,40184700,17213529,1965431,324593104,1194972,1318030,112461630,15668021,509510822,254831347,32975,801839,26815486,775789,5190934,2015435,903183252,62845854,562351353,1396674554,2271096,837809,6014500,2901122190,20171931,257049437,756956,12954110,39065307,84134730,750571,0,28650563,1874532,5508725,2537071296,9586062,3715543,624327820,1743514150,338877960,1070635,104359610,44180652,1764019066,121834809,13451024155,150283640,8241321,10775441,19272364,4751565309,148020821,50765,3790523,165779871,23700527,118300,27478,5280267,67063,17873075,2323901,24590965,347318,8258859,234845,2222479142,28844498,45042,45105305,5436475,1750696,95099107,1538344025,5307441,100947,346619,1832025,0,0,83962326,2157192,49608841,416778,2812897,114027445,809726586,320348271,10876261,71966,59614477,16468218,31631931,59157025,93310645,89203814,702972,101799537,359005578,1564645,232563649,1722453493,731079,55252380,135608668,8099879,26074677,5187060,201280079,130008,0,0,0,9199882,290327637,0,36880,1011151324,11130171,0,11805667,2797858,1454783033,0,1644364,6691759,42639994,18883,417002096,597711872,519959638,2058285,7775282,776150,175916,175002353,289739083,31416445,2500044179,0,7243655,1291605906,5022171,147062,207632182,73381324,27651595,137635486,7366920,35067,589525,2628713,3885446,526397982,5464180357,16440781204,30854660,681663,81650055,0,542187032,757323849,0,23111276,63492497,570313,3174625
2003-08-31,2261659,2308825,346727349,172354939,0,9684654,0,1683392,88248230,0,1443525,22368358441,47073779,2400754,8277479,58148835,79801112,74348092,238609,2047006065,1273810,2427423,15570693,30528,3349443,638900,185314,0,246876239,12592069,11652952,2753375,1500,114524,4872999,6268811,1605612,2140628185,0,52412279,105697,193080,180879466,4618834984,49334695,0,1270467,194326605,11054925,5596991,230246846,0,41137880,17778552,2278149,341235462,1194972,1318030,112607844,15688559,517155022,255601088,57582,906769,26957804,782799,5278394,2077520,926276907,63450696,580438391,1420372145,2271096,907673,6052170,2955250194,20547605,260281536,758480,13125876,39982080,86007598,890291,0,28921436,1874532,5676334,2592500411,9947199,3841917,638410768,1771508474,341445997,1070635,106511847,44632910,1806814872,122414097,13716104945,154000898,8280033,11212410,19611341,4805264185,150848797,50765,3793837,165984572,24414869,118300,27478,5694982,67063,18146700,2397768,24622667,347318,8258859,258994,2266054801,29111472,45042,45830804,5527122,2660762,96459205,1567590110,5568452,100947,375319,1833525,0,0,84388137,2157192,49778057,426676,2822354,116372673,823220367,327917083,10876261,71966,60709540,16687899,32463615,60167981,95964625,91006561,724524,103257819,427481626,1918381,236008150,1771187904,731079,56432624,138200543,8099879,26818955,5195943,210025342,130008,0,0,0,9329169,297182374,0,36880,1026173204,11823137,0,12093453,3086647,1479075909,0,1653805,6853973,43980083,22564,423756021,615494312,532224656,2058285,8232582,776150,175916,178912289,297461229,31416445,2556120301,0,7689580,1315864693,5105967,147062,211702509,75992365,27651595,140363022,7366920,35067,700238,2628713,3896423,534833824,5557684850,16767664891,31492140,681663,83144031,0,549943790,767417642,0,23507616,64631699,669766,3208041
